Djibouti,262,Africa,Eastern Africa,2021,0.602222843624194,407.037
Djibouti,262,Africa,Eastern Africa,2020,0.601963255968759,399.703
Djibouti,262,Africa,Eastern Africa,2020,0.617914101407337,403.37
Djibouti,262,Africa,Eastern Africa,2020,0.63411279015423,407.037
Djibouti,262,Africa,Eastern Africa,2020,0.623428396197485,392.369
Djibouti,262,Africa,Eastern Africa,2020,0.622551172156209,381.368
Djibouti,262,Africa,Eastern Africa,2020,0.640253659793465,377.701
Dominica,212,Americas,Caribbean,2022,,124.678
Dominica,212,Americas,Caribbean,2022,,135.679
Dominica,212,Americas,Caribbean,2022,,128.345
Dominica,212,Americas,Caribbean,2022,,128.345
Dominica,212,Americas,Caribbean,2022,,150.347
Dominica,212,Americas,Caribbean,2022,,110.01
Dominica,212,Americas,Caribbean,2022,,113.677
Dominica,212,Americas,Caribbean,2022,,110.01
Dominica,212,Americas,Caribbean,2022,,113.677
Dominica,212,Americas,Caribbean,2022,,102.676
Dominica,212,Americas,Caribbean,2021,,113.677
Dominica,212,Americas,Caribbean,2021,,102.676
Dominica,212,Americas,Caribbean,2021,,80.674
Dominica,212,Americas,Caribbean,2021,,77.007
Dominica,212,Americas,Caribbean,2021,,80.674
Dominica,212,Americas,Caribbean,2021,,73.34
Dominica,212,Americas,Caribbean,2020,,80.674
Dominica,212,Americas,Caribbean,2020,,69.673
Dominica,212,Americas,Caribbean,2020,,62.339
Dominica,212,Americas,Caribbean,2020,,58.672
Dominica,212,Americas,Caribbean,2020,,58.672
Dominica,212,Americas,Caribbean,2020,,58.672
Dominican Republic,214,Americas,Caribbean,2022,2.15699547814173,21888.323,54.99
Dominican Republic,214,Americas,Caribbean,2022,2.13281171616037,21363.942,54.95
Dominican Republic,214,Americas,Caribbean,2022,2.07867767608416,20546.201,54.91
Dominican Republic,214,Americas,Caribbean,2022,2.19639504645805,21415.28,54.88
Dominican Republic,214,Americas,Caribbean,2022,2.21545187397003,21301.603,54.58
Dominican Republic,214,Americas,Caribbean,2022,2.07928744294523,19710.125,54.12
Dominican Republic,214,Americas,Caribbean,2022,1.99493083966992,18639.361,54.09
Dominican Republic,214,Americas,Caribbean,2022,1.98854756761119,18309.331,54.06
Dominican Republic,214,Americas,Caribbean,2022,2.37168281389761,21514.289,54.02
Dominican Republic,214,Americas,Caribbean,2022,2.38727654402037,21330.939,53.98
Dominican Republic,214,Americas,Caribbean,2021,2.25205101588786,19816.468,52.39
Dominican Republic,214,Americas,Caribbean,2021,2.28440924203037,19790.799,51.29
Dominican Republic,214,Americas,Caribbean,2021,2.17666663031532,18562.354,49.59
Dominican Republic,214,Americas,Caribbean,2021,2.19210777102601,18397.339,48.69
Dominican Republic,214,Americas,Caribbean,2021,2.18025939817569,18001.303,45.98
Dominican Republic,214,Americas,Caribbean,2021,2.1341905039927,17326.575,35.98
Dominican Republic,214,Americas,Caribbean,2020,1.99116466527935,15885.444,25.69
Dominican Republic,214,Americas,Caribbean,2020,1.59236180011664,12475.134,0
Dominican Republic,214,Americas,Caribbean,2020,1.53010355095005,11763.736,0
Dominican Republic,214,Americas,Caribbean,2020,1.44872454734291,10923.993,0
Dominican Republic,214,Americas,Caribbean,2020,1.35868296432993,10043.913,0
Dominican Republic,214,Americas,Caribbean,2020,1.27393750309691,9229.839,0
Ecuador,218,Americas,South America,2022,22.34333293039883,135727.581,77.98
Ecuador,218,Americas,South America,2022,32.2831554971538,134249.78,73.65
Ecuador,218,Americas,South America,2022,42.34486431129927,134601.812,72.65
Ecuador,218,Americas,South America,2022,52.05530263012284,129827.378,71.23
Ecuador,218,Americas,South America,2022,62.19427914712494,131308.846,70.26
Ecuador,218,Americas,South America,2022,72.05792304533325,128859.29,69.25
Ecuador,218,Americas,South America,2022,52.17084761696757,129908.052,66.56
Ecuador,218,Americas,South America,2022,42.11822102460542,128657.605,65.23
Ecuador,218,Americas,South America,2022,51.99727398126147,126523.411,63.26
Ecuador,218,Americas,South America,2022,61.89484522727135,124689.911,61.26
Ecuador,218,Americas,South America,2021,71.83452298900802,123446.798,59.36
Ecuador,218,Americas,South America,2021,81.67095600628959,120942.237,56.23
Ecuador,218,Americas,South America,2021,81.73128311682393,121272.267,42.36
Ecuador,218,Americas,South America,2021,102.84591562483859,182229.354,35.63
Ecuador,218,Americas,South America,2021,91.54893468581031,182276.328,33.36
Ecuador,218,Americas,South America,2021,82.06716214056561,193890.505,23.65
Ecuador,218,Americas,South America,2020,52.01597827815974,1822812.407,12.25
Ecuador,218,Americas,South America,2020,41.23133309027332,113637.573,0
Ecuador,218,Americas,South America,2020,32.23207845241289,124187.532,0
Ecuador,218,Americas,South America,2020,32.10439143821838,122302.694,0
Ecuador,218,Americas,South America,2020,31.59129628217589,116486.832,0
Ecuador,218,Americas,South America,2020,19.66296659693846,116835.197,0
Egypt,818,Africa,Northern Africa,2022,12.7809952395231,2.20790,33.98
Egypt,818,Africa,Northern Africa,2022,12.62152319982253,2.204677,32.54
Egypt,818,Africa,Northern Africa,2022,22.57986686633751,2.198069,31.34
Egypt,818,Africa,Northern Africa,2022,12.6068602280387,2.196796,30.54
Egypt,818,Africa,Northern Africa,2022,22.60465683375779,2.193342,29.65
Egypt,818,Africa,Northern Africa,2022,32.44710313583005,2.178615,27.98
Egypt,818,Africa,Northern Africa,2022,32.32952459119672,2.167207,27.78
Egypt,818,Africa,Northern Africa,2022,22.13782355125749,2.150911,27.23
Egypt,818,Africa,Northern Africa,2022,22.13104092483983,2.147963,26.45
Egypt,818,Africa,Northern Africa,2022,21.86219817795768,2.127193,25.65
Egypt,818,Africa,Northern Africa,2021,11.86672495965988,2.125451,22.42
Egypt,818,Africa,Northern Africa,2021,12.13688338028919,2.141326,21.56
Egypt,818,Africa,Northern Africa,2021,8.92622652844198,2.125393,20.56
Egypt,818,Africa,Northern Africa,2021,12.90753178583451,1.122243,19.45
Egypt,818,Africa,Northern Africa,2021,13.71493407724266,1.108202,18.34
Egypt,818,Africa,Northern Africa,2021,11.64238101364132,1.102030,17.45
Egypt,818,Africa,Northern Africa,2020,14.56491542519906,0.95723,16.56
Egypt,818,Africa,Northern Africa,2020,16.41640569184444,0.85312,12.56
Egypt,818,Africa,Northern Africa,2020,16.57072935694876,0.93156,0
Egypt,818,Africa,Northern Africa,2020,13.39221167972047,0.81264,0
Egypt,818,Africa,Northern Africa,2020,14.37165236197673,0.78715,0
Egypt,818,Africa,Northern Africa,2020,13.3480322051304,0.75943,0
El Salvador,222,Americas,Central America,2022,1.06852340430565,6684.941
El Salvador,222,Americas,Central America,2022,1.0143200719823,6307.24
El Salvador,222,Americas,Central America,2022,1.04195612053011,6442.919
El Salvador,222,Americas,Central America,2022,1.06401712286013,6545.595
El Salvador,222,Americas,Central America,2022,1.13969552594892,6978.301
El Salvador,222,Americas,Central America,2022,1.1229514300542,6846.289
El Salvador,222,Americas,Central America,2022,1.06280438261564,6453.92
El Salvador,222,Americas,Central America,2022,1.05216520775757,6365.912
El Salvador,222,Americas,Central America,2022,1.086835498127,6552.929
El Salvador,222,Americas,Central America,2022,1.00519963357404,6039.549
El Salvador,222,Americas,Central America,2021,0.993747179547755,5947.874
El Salvador,222,Americas,Central America,2021,0.963705407503599,5742.522
El Salvador,222,Americas,Central America,2021,0.961157291456007,5698.518
El Salvador,222,Americas,Central America,2021,0.985950339761473,5812.195
El Salvador,222,Americas,Central America,2021,0.983882944911093,5760.857
El Salvador,222,Americas,Central America,2021,0.843061092693847,4895.445
El Salvador,222,Americas,Central America,2020,0.918661805392576,5280.48
El Salvador,222,Americas,Central America,2020,0.780193115468594,4429.736
El Salvador,222,Americas,Central America,2020,0.695097941479872,3890.687
El Salvador,222,Americas,Central America,2020,0.622130129929608,3428.645
El Salvador,222,Americas,Central America,2020,0.595475119961263,3230.627
El Salvador,222,Americas,Central America,2020,0.489919026627991,2618.238
Equatorial Guinea,226,Africa,Middle Africa,2022,9.34168347309202,6688.608,14.98
Equatorial Guinea,226,Africa,Middle Africa,2022,6.72122062665998,4679.092,14.69
Equatorial Guinea,226,Africa,Middle Africa,2022,6.82634730538922,4620.42,14.23
Equatorial Guinea,226,Africa,Middle Africa,2022,6.84332054253258,4503.076,14.01
Equatorial Guinea,226,Africa,Middle Africa,2022,7.49890716021125,4796.436,13.89
Equatorial Guinea,226,Africa,Middle Africa,2022,7.64650363545969,4752.432,13.69
Equatorial Guinea,226,Africa,Middle Africa,2022,7.80603099819762,4712.095,13.56
Equatorial Guinea,226,Africa,Middle Africa,2022,8.904935808718,5218.141,12.65
Equatorial Guinea,226,Africa,Middle Africa,2022,10.5839870407632,6017.547,11.23
Equatorial Guinea,226,Africa,Middle Africa,2022,9.03118431480652,4979.786,8.09
Equatorial Guinea,226,Africa,Middle Africa,2021,5.78936459954508,3094.948,7,09
Equatorial Guinea,226,Africa,Middle Africa,2021,0.8775114390973,454.708,5.89
Equatorial Guinea,226,Africa,Middle Africa,2021,0.941999605710428,473.043,4.89
Equatorial Guinea,226,Africa,Middle Africa,2021,0.346695660395197,168.682,4.78
Equatorial Guinea,226,Africa,Middle Africa,2021,0.622464395443975,293.36,4.44
Equatorial Guinea,226,Africa,Middle Africa,2021,0.257113997050761,117.344,3.43
Equatorial Guinea,226,Africa,Middle Africa,2020,0.298785276656806,132.012,2.45
Equatorial Guinea,226,Africa,Middle Africa,2020,0.0857771758326843,36.67,0
Equatorial Guinea,226,Africa,Middle Africa,2020,0.248377428414536,102.676,0
Equatorial Guinea,226,Africa,Middle Africa,2020,0.541390053174851,216.353,0
Equatorial Guinea,226,Africa,Middle Africa,2020,0.521934795998116,201.685,0
Equatorial Guinea,226,Africa,Middle Africa,2020,0.323687779355947,121.011,0
Eritrea,232,Africa,Eastern Africa,2022,1.0877679065650045,520.714
Eritrea,232,Africa,Eastern Africa,2022,1.0894209688322515,513.38
Eritrea,232,Africa,Eastern Africa,2022,1.0923696029193818,513.38
Eritrea,232,Africa,Eastern Africa,2022,1.0769896786849451,414.371
Eritrea,232,Africa,Eastern Africa,2022,1.111209813111558,579.386
Eritrea,232,Africa,Eastern Africa,2022,1.111429391964625,561.051
Eritrea,232,Africa,Eastern Africa,2022,1.1578888708971,766.403
Eritrea,232,Africa,Eastern Africa,2022,2.16505548575272,770.07
Eritrea,232,Africa,Eastern Africa,2022,1.162338880450966,726.066
Eritrea,232,Africa,Eastern Africa,2022,1.141315954685845,605.055
Eritrea,232,Africa,Eastern Africa,2021,2.153774774728649,630.724
Eritrea,232,Africa,Eastern Africa,2021,1.154523540443749,608.722
Eritrea,232,Africa,Eastern Africa,2021,2.163283346296448,619.723
Eritrea,232,Africa,Eastern Africa,2021,1.160940749928442,590.387
Eritrea,232,Africa,Eastern Africa,2021,2.148313383532476,528.048
Eritrea,232,Africa,Eastern Africa,2021,2.0981836523820039,341.031
Eritrea,232,Africa,Eastern Africa,2020,1.0860845610027783,293.36
Eritrea,232,Africa,Eastern Africa,2020,1.0664561653485081,223.687
Estonia,233,Europe,Northern Europe,2022,14.4074088951856,18650.362,65.98
Estonia,233,Europe,Northern Europe,2022,14.1226037382184,18338.667,64.59
Estonia,233,Europe,Northern Europe,2022,11.3165027456609,14745.007,62.26
Estonia,233,Europe,Northern Europe,2022,13.3745441866547,17491.59,55.69
Estonia,233,Europe,Northern Europe,2022,14.350900666952,18844.713,52.26
Estonia,233,Europe,Northern Europe,2022,12.2752982994072,16189.805,41.56
Estonia,233,Europe,Northern Europe,2022,12.6632254481131,16780.192,40.56
Estonia,233,Europe,Northern Europe,2022,12.9260478043858,17216.565,38.56
Estonia,233,Europe,Northern Europe,2022,12.7302339089166,17051.55,37.67
Estonia,233,Europe,Northern Europe,2022,11.0825696718939,14935.691,35.67
Estonia,233,Europe,Northern Europe,2021,11.4966366861794,15595.751,34.67
Estonia,233,Europe,Northern Europe,2021,11.1127963417482,15181.38,33.45
Estonia,233,Europe,Northern Europe,2021,11.1123312185988,15287.723,23.56
Estonia,233,Europe,Northern Europe,2021,11.9151675422636,16508.834,23.45
Estonia,233,Europe,Northern Europe,2021,13.1370095005909,18353.335,12.45
Estonia,233,Europe,Northern Europe,2021,13.3178173508094,18811.71,0
Estonia,233,Europe,Northern Europe,2020,11.7424777192556,16827.863,0
Estonia,233,Europe,Northern Europe,2020,12.5546663342076,18327.666,0
Estonia,233,Europe,Northern Europe,2020,12.5943106123494,18782.374,0
Estonia,233,Europe,Northern Europe,2020,15.0974007983403,22995.757,0
Ethiopia,231,Africa,Eastern Africa,2022,0.0843803618184556,7.543019,18.99
Ethiopia,231,Africa,Eastern Africa,2022,0.0759964825189553,6.618935,18.08
Ethiopia,231,Africa,Eastern Africa,2022,0.0773269115907828,6.560263,15.67
Ethiopia,231,Africa,Eastern Africa,2022,0.0770937697702006,6.369579,13.56
Ethiopia,231,Africa,Eastern Africa,2022,0.0735308172573518,5.914871,12.54
Ethiopia,231,Africa,Eastern Africa,2022,0.0692269903140029,5.419826,11.34
Ethiopia,231,Africa,Eastern Africa,2022,0.0663425115574623,5.053126,10.32
Ethiopia,231,Africa,Eastern Africa,2022,0.070799011591625,5.24381,9.65
Ethiopia,231,Africa,Eastern Africa,2022,0.0687151819818139,4.946783,8.98
Ethiopia,231,Africa,Eastern Africa,2022,0.064062617408069,4.481074,7.86
Ethiopia,231,Africa,Eastern Africa,2021,0.0634038214769939,4.308725,6.89
Ethiopia,231,Africa,Eastern Africa,2021,0.0881423642867671,5.819529,6.78
Ethiopia,231,Africa,Eastern Africa,2021,0.078931029461281,5.064127,5.78
Ethiopia,231,Africa,Eastern Africa,2021,0.0805689237738971,5.02379,5.46
Ethiopia,231,Africa,Eastern Africa,2021,0.0705142570580982,4.272055,4.53
Ethiopia,231,Africa,Eastern Africa,2021,0.0636572237654007,3.744007,2.45
Ethiopia,231,Africa,Eastern Africa,2020,0.0376194776755184,2.145195,1.45
Ethiopia,231,Africa,Eastern Africa,2020,0.0534106976504129,2.948268,0.01
Ethiopia,231,Africa,Eastern Africa,2020,0.0567665495324241,3.028942,0
Ethiopia,231,Africa,Eastern Africa,2020,0.0575752569719731,2.966603,0
Ethiopia,231,Africa,Eastern Africa,2020,0.0600061318092116,2.984938,0
Ethiopia,231,Africa,Eastern Africa,2020,0.0628178171713925,3.017941,0
Faeroe Islands,234,Europe,Northern Europe,2022,,568.385
Faeroe Islands,234,Europe,Northern Europe,2022,,630.724
Faeroe Islands,234,Europe,Northern Europe,2022,,575.719
Faeroe Islands,234,Europe,Northern Europe,2022,,630.724
Faeroe Islands,234,Europe,Northern Europe,2022,,689.396
Faeroe Islands,234,Europe,Northern Europe,2022,,678.395
Faeroe Islands,234,Europe,Northern Europe,2022,,722.399
Faeroe Islands,234,Europe,Northern Europe,2022,,766.403
Faeroe Islands,234,Europe,Northern Europe,2022,,748.068
Faeroe Islands,234,Europe,Northern Europe,2022,,733.4
Faeroe Islands,234,Europe,Northern Europe,2021,,762.736
Faeroe Islands,234,Europe,Northern Europe,2021,,689.396
Faeroe Islands,234,Europe,Northern Europe,2021,,638.058
Faeroe Islands,234,Europe,Northern Europe,2021,,630.724
Faeroe Islands,234,Europe,Northern Europe,2021,,594.054
Faeroe Islands,234,Europe,Northern Europe,2021,,608.722
Faeroe Islands,234,Europe,Northern Europe,2020,,689.396
Faeroe Islands,234,Europe,Northern Europe,2020,,586.72
Faeroe Islands,234,Europe,Northern Europe,2020,,667.394
Faeroe Islands,234,Europe,Northern Europe,2020,,605.055
Faeroe Islands,234,Europe,Northern Europe,2020,,594.054
Faeroe Islands,234,Europe,Northern Europe,2020,,623.39
Falkland Islands (Malvinas),238,Americas,South America,2022,,55.005
Falkland Islands (Malvinas),238,Americas,South America,2022,,55.005
Falkland Islands (Malvinas),238,Americas,South America,2022,,58.672
Falkland Islands (Malvinas),238,Americas,South America,2022,,58.672
Falkland Islands (Malvinas),238,Americas,South America,2022,,58.672
Falkland Islands (Malvinas),238,Americas,South America,2022,,58.672
Falkland Islands (Malvinas),238,Americas,South America,2022,,51.338
Falkland Islands (Malvinas),238,Americas,South America,2022,,51.338
Falkland Islands (Malvinas),238,Americas,South America,2022,,47.671
Falkland Islands (Malvinas),238,Americas,South America,2022,,44.004
Falkland Islands (Malvinas),238,Americas,South America,2021,,44.004
Falkland Islands (Malvinas),238,Americas,South America,2021,,36.67
Falkland Islands (Malvinas),238,Americas,South America,2021,,36.67
Falkland Islands (Malvinas),238,Americas,South America,2021,,36.67
Falkland Islands (Malvinas),238,Americas,South America,2021,,47.671
Falkland Islands (Malvinas),238,Americas,South America,2021,,44.004
Falkland Islands (Malvinas),238,Americas,South America,2020,,40.337
Falkland Islands (Malvinas),238,Americas,South America,2020,,36.67
Falkland Islands (Malvinas),238,Americas,South America,2020,,36.67
Falkland Islands (Malvinas),238,Americas,South America,2020,,36.67
Falkland Islands (Malvinas),238,Americas,South America,2020,,36.67
Falkland Islands (Malvinas),238,Americas,South America,2020,,36.67
Fiji,242,Oceania,Melanesia,2022,1.42383811429842,1235.779
Fiji,242,Oceania,Melanesia,2022,1.50419785279103,1294.451
Fiji,242,Oceania,Melanesia,2022,0.993663187011058,847.077
Fiji,242,Oceania,Melanesia,2022,1.27759284518238,1078.098
Fiji,242,Oceania,Melanesia,2022,1.43977438136827,1202.776
Fiji,242,Oceania,Melanesia,2022,1.64294495567954,1360.457
Fiji,242,Oceania,Melanesia,2022,1.65854168591729,1364.124
Fiji,242,Oceania,Melanesia,2022,1.38352859297065,1133.103
Fiji,242,Oceania,Melanesia,2022,1.05447833152232,861.745
Fiji,242,Oceania,Melanesia,2022,1.02430544069921,836.076
Fiji,242,Oceania,Melanesia,2021,1.36831717196514,1114.768
Fiji,242,Oceania,Melanesia,2021,1.06624185144527,865.412
Fiji,242,Oceania,Melanesia,2021,0.995310197469936,803.073
Fiji,242,Oceania,Melanesia,2021,0.879402859797956,704.064
Fiji,242,Oceania,Melanesia,2021,0.929351732068421,737.067
Fiji,242,Oceania,Melanesia,2021,1.14031914988524,894.748
Fiji,242,Oceania,Melanesia,2020,1.12054353670188,869.079
Fiji,242,Oceania,Melanesia,2020,1.06801547415054,817.741
Fiji,242,Oceania,Melanesia,2020,1.01034939987257,762.736
Fiji,242,Oceania,Melanesia,2020,0.970522879329339,722.399
Fiji,242,Oceania,Melanesia,2020,0.917736317156074,674.728
Fiji,242,Oceania,Melanesia,2020,1.12274778640166,817.741
Finland,246,Europe,Northern Europe,2022,743.882514631429,3.52,77.93
Finland,246,Europe,Northern Europe,2022,1012.9415149227052,3.78,76.89
Finland,246,Europe,Northern Europe,2022,1354.30920645435463,3.67,75.78
Finland,246,Europe,Northern Europe,2022,1158.7518423040308,3.56,74.67
Finland,246,Europe,Northern Europe,2022,1608.9403868875704,3.45,72.45
Finland,246,Europe,Northern Europe,2022,823.4169420558839,3.23,63.56
Finland,246,Europe,Northern Europe,2022,1183.4158980079171,3.12,62.45
Finland,246,Europe,Northern Europe,2022,1016.0322626302039,2.98,61.34
Finland,246,Europe,Northern Europe,2022,674.4305907335841,2.78,60.23
Finland,246,Europe,Northern Europe,2022,1059.2614490162894,2.62,58.89
Finland,246,Europe,Northern Europe,2021,939.5060596184129,2.52,55.89
Finland,246,Europe,Northern Europe,2021,656.98.1279399793141,2.34,56.34
Finland,246,Europe,Northern Europe,2021,36.7309581434253,2.23,43.45
Finland,246,Europe,Northern Europe,2021,91.2088617350403,2.12,42.65
Finland,246,Europe,Northern Europe,2021,67.8284914083632,1.78,35.89
Finland,246,Europe,Northern Europe,2021,46.9552580841943,1.56,34.67
Finland,246,Europe,Northern Europe,2020,60.3193635066607,1.23,25.78
Finland,246,Europe,Northern Europe,2020,45.6000828172777,1.12,12.67
Finland,246,Europe,Northern Europe,2020,0.9781672499958,1.01,0
Finland,246,Europe,Northern Europe,2020,0.9787872366034,0.58,0
Finland,246,Europe,Northern Europe,2020,14.8397971166497,0.56,0
Finland,246,Europe,Northern Europe,2020,28.3765987761458,0.54,0
France,250,Europe,Western Europe,2022,1745.32862341848601,218888.78,78.99
France,250,Europe,Western Europe,2022,1948.65289044119687,2212066.34,78.99
France,250,Europe,Western Europe,2022,1644.67079486845236,2178444.12,78.98
France,250,Europe,Western Europe,2022,1221.94275390313824,2288888.01,78.79
France,250,Europe,Western Europe,2022,773.0265036932368,2188888.89,78.67
France,250,Europe,Western Europe,2022,1283.16809014191052,2155555.43,78.56
France,250,Europe,Western Europe,2022,3602.35609644349744,2188888.76,78.45
France,250,Europe,Western Europe,2022,5293.36696972127569,2184888.92,77.23
France,250,Europe,Western Europe,2022,4365.38275534945688,2288888.12,77.45
France,250,Europe,Western Europe,2022,3442.31046940432049,215696.64,76.09
France,250,Europe,Western Europe,2021,2096.39514677626177,2344444.21,73.56
France,250,Europe,Western Europe,2021,686.1483599337552,2848943.24,72.45
France,250,Europe,Western Europe,2021,411.34118404362935,2888884.34,68.09
France,250,Europe,Western Europe,2021,438.51273198293104,2588888.18,65.90
France,250,Europe,Western Europe,2021,282.0170781174756,2288885.12,56.89
France,250,Europe,Western Europe,2021,255.44632626041967,2546624.78,45.67
France,250,Europe,Western Europe,2020,196.01832453187661,3259844.56,22.54
France,250,Europe,Western Europe,2020,602.8501520912008,3302156.24,21.54
France,250,Europe,Western Europe,2020,8.2508442115268,3278596.19,0
France,250,Europe,Western Europe,2020,6.3799387419711,3258956.15,0
France,250,Europe,Western Europe,2020,6.84134589930741,3259782.12,0
France,250,Europe,Western Europe,2020,6.60793655386981,3212252.09,0
French Guiana,254,Americas,South America,2022,3.03197202289803,718.732
French Guiana,254,Americas,South America,2022,3.02980503441205,700.397
French Guiana,254,Americas,South America,2022,3.10606981147973,700.397
French Guiana,254,Americas,South America,2022,3.15060142377874,693.063
French Guiana,254,Americas,South America,2022,3.16408199435647,678.395
French Guiana,254,Americas,South America,2022,2.76152034497479,575.719
French Guiana,254,Americas,South America,2022,3.26746200683134,660.06
French Guiana,254,Americas,South America,2022,3.57493599051787,696.73
French Guiana,254,Americas,South America,2022,3.91658433686684,733.4
French Guiana,254,Americas,South America,2022,3.12679941816723,561.051
French Guiana,254,Americas,South America,2021,3.66915456169029,630.724
French Guiana,254,Americas,South America,2021,3.46712890849915,572.052
French Guiana,254,Americas,South America,2021,4.22566527713059,671.061
French Guiana,254,Americas,South America,2021,5.48013495699387,839.743
French Guiana,254,Americas,South America,2021,6.06316137566137,898.415
French Guiana,254,Americas,South America,2021,6.31381966470322,905.749
French Guiana,254,Americas,South America,2020,6.54628169967103,909.416
French Guiana,254,Americas,South America,2020,6.6470146869823,894.748
French Guiana,254,Americas,South America,2020,6.71498513592203,876.413
French Guiana,254,Americas,South America,2020,6.96221758116575,880.08
French Guiana,254,Americas,South America,2020,6.88426791277259,839.743
French Guiana,254,Americas,South America,2020,6.95557890959424,814.074
French Polynesia,258,Oceania,Polynesia,2022,3.16781234079314,858.078
French Polynesia,258,Oceania,Polynesia,2022,3.29676384458993,883.747
French Polynesia,258,Oceania,Polynesia,2022,3.28826880472624,872.746
French Polynesia,258,Oceania,Polynesia,2022,3.30602905541375,869.079
French Polynesia,258,Oceania,Polynesia,2022,3.23938685133334,843.41
French Polynesia,258,Oceania,Polynesia,2022,3.30089899934428,850.744
French Polynesia,258,Oceania,Polynesia,2022,3.33776933820875,850.744
French Polynesia,258,Oceania,Polynesia,2022,3.13093947444711,788.405
French Polynesia,258,Oceania,Polynesia,2022,3.21645958734348,799.406
French Polynesia,258,Oceania,Polynesia,2022,3.00804384733422,737.067
French Polynesia,258,Oceania,Polynesia,2021,3.05487077040402,737.067
French Polynesia,258,Oceania,Polynesia,2021,2.65828792035976,630.724
French Polynesia,258,Oceania,Polynesia,2021,2.50284603101015,583.053
French Polynesia,258,Oceania,Polynesia,2021,2.60116472545757,594.054
French Polynesia,258,Oceania,Polynesia,2021,2.67156981057863,597.721
French Polynesia,258,Oceania,Polynesia,2021,2.64219589387182,579.386
French Polynesia,258,Oceania,Polynesia,2020,2.65823420074349,572.052
French Polynesia,258,Oceania,Polynesia,2020,2.54768318965517,539.049
French Polynesia,258,Oceania,Polynesia,2020,2.95684644514732,616.056
French Polynesia,258,Oceania,Polynesia,2020,3.14412794917888,645.392
French Polynesia,258,Oceania,Polynesia,2020,3.15839025839026,638.058
French Polynesia,258,Oceania,Polynesia,2020,3.17953319554368,630.724
Gabon,266,Africa,Middle Africa,2022,1.40327621619112,2236.87,11.98
Gabon,266,Africa,Middle Africa,2022,1.44208474112305,2244.204,11.78
Gabon,266,Africa,Middle Africa,2022,1.41209751473681,2145.195,11.56
Gabon,266,Africa,Middle Africa,2022,1.38732623750458,2057.187,11.22
Gabon,266,Africa,Middle Africa,2022,1.37570644498918,2020.181,10.56
Gabon,266,Africa,Middle Africa,2022,1.47416355075033,2082.856,10.34
Gabon,266,Africa,Middle Africa,2022,1.57635822583393,2174.531,10.11
Gabon,266,Africa,Middle Africa,2022,1.37465714020599,1851.835,9.09
Gabon,266,Africa,Middle Africa,2022,1.09523415056771,1441.131,8.09
Gabon,266,Africa,Middle Africa,2022,1.3837003760937,1778.495,7.66
Gabon,266,Africa,Middle Africa,2021,1.41971116044863,1782.162,6.77
Gabon,266,Africa,Middle Africa,2021,0.858756273831583,1052.429,6.76
Gabon,266,Africa,Middle Africa,2021,1.20197438120809,1437.464,5.65
Gabon,266,Africa,Middle Africa,2021,1.39886843402413,1631.815,4.56
Gabon,266,Africa,Middle Africa,2021,3.11759415233882,3545.989,3.56
Gabon,266,Africa,Middle Africa,2021,3.18841379708451,3534.988,2.45
Gabon,266,Africa,Middle Africa,2020,3.57035272384326,3857.684,1.23
Gabon,266,Africa,Middle Africa,2020,3.18363140357076,3351.638,0
Gabon,266,Africa,Middle Africa,2020,3.2001718087404,3281.965,0
Gabon,266,Africa,Middle Africa,2020,2.13303758523783,2130.527,0
Gabon,266,Africa,Middle Africa,2020,1.51952877982271,1477.801,0
Gabon,266,Africa,Middle Africa,2020,5.11681805170154,4844.107,0
Gambia,270,Africa,Western Africa,2022,0.243062400070088,421.705,14.98
Gambia,270,Africa,Western Africa,2022,0.281465989146992,473.043,14.26
Gambia,270,Africa,Western Africa,2022,0.267987732231511,436.373,13.98
Gambia,270,Africa,Western Africa,2022,0.260271333549643,410.704,13.69
Gambia,270,Africa,Western Africa,2022,0.258947591417845,396.036,13.65
Gambia,270,Africa,Western Africa,2022,0.227591268845408,337.364,13.26
Gambia,270,Africa,Western Africa,2022,0.224632783149061,322.696,12.65
Gambia,270,Africa,Western Africa,2022,0.231832831154351,322.696,11.25
Gambia,270,Africa,Western Africa,2022,0.233853003378449,315.362,10.26
Gambia,270,Africa,Western Africa,2022,0.241348407819284,315.362,7.89
Gambia,270,Africa,Western Africa,2021,0.22291071776779,282.359,6.98
Gambia,270,Africa,Western Africa,2021,0.223804443619834,275.025,5.98
Gambia,270,Africa,Western Africa,2021,0.215137665812061,256.69,4.59
Gambia,270,Africa,Western Africa,2021,0.202444467255715,234.688,3.65
Gambia,270,Africa,Western Africa,2021,0.191974878126259,216.353,2.36
Gambia,270,Africa,Western Africa,2021,0.197414980883816,216.353,1.25
Gambia,270,Africa,Western Africa,2020,0.203006157189424,216.353,0
Gambia,270,Africa,Western Africa,2020,0.201642902622084,209.019,0
Gambia,270,Africa,Western Africa,2020,0.20731034811087,209.019,0
Gambia,270,Africa,Western Africa,2020,0.202128072220532,198.018,0
Gambia,270,Africa,Western Africa,2020,0.208554375610203,198.018,0
Gambia,270,Africa,Western Africa,2020,0.207986160724511,190.684,0
Georgia,268,Asia,Western Asia,2022,1.81328559612604,7931.721,31.99
Georgia,268,Asia,Western Asia,2022,1.48813217842109,6530.927,31.86
Georgia,268,Asia,Western Asia,2022,1.42477561823847,6270.57,31.65
